transcript_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
Montipora_capitata_HIv3___TS.g21636.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10087.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3914.t2,1,9,45,132,150,97,60,10
Montipora_capitata_HIv3___RNAseq.g8325.t1,0,4,17,513,483,76,42,0
Montipora_capitata_HIv3___RNAseq.g40481.t1,0,0,7,2,6,13,10,0
Montipora_capitata_HIv3___RNAseq.g39325.t1,0,1,0,7,5,7,3,3
Montipora_capitata_HIv3___RNAseq.g42008.t1,0,0,0,0,0,4,3,0
Montipora_capitata_HIv3___RNAseq.g24753.t1,7,42,9,8,0,0,0,32
Montipora_capitata_HIv3___RNAseq.g48297.t1,0,1,4,3,10,20,15,3
Montipora_capitata_HIv3___RNAseq.g47503.t1,175,273,197,295,339,446,430,278
Montipora_capitata_HIv3___TS.g33422.t1,5,9,4,72,26,56,40,16
Montipora_capitata_HIv3___RNAseq.g8462.t1,0,0,0,0,2,2,0,0
Montipora_capitata_HIv3___RNAseq.g31353.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2760.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g6434.t1,83,65,0,21,8,24,2,83
Montipora_capitata_HIv3___RNAseq.g20197.t1,0,7,0,2,0,181,327,0
Montipora_capitata_HIv3___RNAseq.g162.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26337.t1,0,0,0,0,6,6,4,4
Montipora_capitata_HIv3___TS.g32089.t1b,10,34,12,53,116,152,83,54
Montipora_capitata_HIv3___RNAseq.g24449.t1,598,1562,565,788,934,980,572,1282
Montipora_capitata_HIv3___TS.g33881.t1,0,0,0,0,12,28,4,0
Montipora_capitata_HIv3___TS.g2152.t1,0,6,0,12,9,0,23,0
Montipora_capitata_HIv3___RNAseq.g28172.t1,0,8,2,3,0,33,49,0
Montipora_capitata_HIv3___RNAseq.g38328.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g10085.t1,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g19004.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3642.t1,38,125,44,10,9,1,0,88
Montipora_capitata_HIv3___RNAseq.g36609.t1,0,5,4,7,10,11,9,0
Montipora_capitata_HIv3___RNAseq.g50327.t1,0,2,0,3,9,0,7,0
Montipora_capitata_HIv3___RNAseq.g27550.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g29862.t1,0,0,0,20,13,103,86,0
Montipora_capitata_HIv3___RNAseq.g22560.t1,0,0,0,0,0,10,4,0
Montipora_capitata_HIv3___RNAseq.g6521.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g36997.t1,1055,2943,783,504,502,394,540,1895
Montipora_capitata_HIv3___TS.g28917.t1,214,942,318,279,361,871,788,468
Montipora_capitata_HIv3___RNAseq.g43990.t1,2,2,6,70,52,103,46,4
Montipora_capitata_HIv3___TS.g46844.t1,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g15202.t1,0,0,0,0,3,5,3,10
Montipora_capitata_HIv3___TS.g4030.t2a,861,1677,553,1525,2044,2087,1650,1469
Montipora_capitata_HIv3___TS.g1942.t1,0,0,0,2,0,0,9,0
Montipora_capitata_HIv3___TS.g14236.t1,0,3,2,2,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g27114.t1,12,9,13,24,98,309,51,20
Montipora_capitata_HIv3___RNAseq.g44104.t1,599,1878,246,52,219,589,669,1285
Montipora_capitata_HIv3___RNAseq.g26473.t1,13,3,14,56,46,51,38,0
Montipora_capitata_HIv3___RNAseq.g3018.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g38770.t1,0,0,2,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g45094.t1,0,23,72,194,174,105,52,15
Montipora_capitata_HIv3___TS.g30514.t1,6,0,0,9,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g45234.t1,4,0,16,26,23,15,30,0
Montipora_capitata_HIv3___RNAseq.g12252.t1,5,3,12,59,83,70,87,14
Montipora_capitata_HIv3___RNAseq.g10729.t1,9,7,0,0,4,22,16,15
Montipora_capitata_HIv3___RNAseq.g16277.t1,12,36,11,3,0,0,0,22
Montipora_capitata_HIv3___TS.g11791.t1,0,0,0,0,0,2,2,0
Montipora_capitata_HIv3___RNAseq.g2390.t1,0,0,0,12,0,10,0,0
Montipora_capitata_HIv3___RNAseq.g555.t1,0,21,45,5,3,14,25,0
Montipora_capitata_HIv3___RNAseq.g20386.t1,595,1178,186,138,335,496,1021,1036
Montipora_capitata_HIv3___RNAseq.g2762.t1,0,0,0,6,16,2,0,3
Montipora_capitata_HIv3___RNAseq.g34582.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13797.t1,0,0,0,10,0,14,17,0
Montipora_capitata_HIv3___RNAseq.g15602.t1,0,0,0,1,2,1,2,0
Montipora_capitata_HIv3___TS.g40141.t1,95,160,84,180,325,438,787,80
Montipora_capitata_HIv3___TS.g20814.t1,83,67,60,1191,1775,1419,1135,98
Montipora_capitata_HIv3___RNAseq.g47602.t1,0,17,11,3,11,10,8,0
Montipora_capitata_HIv3___RNAseq.g19006.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g33524.t1,0,0,25,10,23,22,6,5
Montipora_capitata_HIv3___RNAseq.g43041.t1,0,17,33,31,73,34,19,2
Montipora_capitata_HIv3___TS.g7184.t1,116,277,407,633,655,268,153,204
Montipora_capitata_HIv3___RNAseq.8676_t,325,645,161,337,264,293,424,513
Montipora_capitata_HIv3___RNAseq.g10997.t1,0,0,0,5,0,4,3,5
Montipora_capitata_HIv3___RNAseq.g13795.t1,0,0,9,4,15,32,22,0
Montipora_capitata_HIv3___RNAseq.g19982.t1b,0,0,0,6,4,4,5,0
Montipora_capitata_HIv3___RNAseq.g19982.t1a,6,13,36,30,20,51,55,22
Montipora_capitata_HIv3___RNAseq.g7344.t1,3,18,27,33,31,16,22,16
Montipora_capitata_HIv3___RNAseq.g12169.t1b,3125,7740,2319,889,921,640,730,8360
Montipora_capitata_HIv3___RNAseq.g12169.t1a,0,3,17,21,31,35,15,0
Montipora_capitata_HIv3___RNAseq.g4609.t1,10,0,7,42,75,17,22,6
Montipora_capitata_HIv3___RNAseq.g31652.t1,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g26471.t1,0,0,0,0,0,9,5,3
Montipora_capitata_HIv3___RNAseq.g41282.t1,0,8,71,222,185,14,83,0
Montipora_capitata_HIv3___RNAseq.g11576.t1,0,4,3,7,10,6,7,0
Montipora_capitata_HIv3___RNAseq.g31541.t1,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___TS.g49479.t1a,0,7,23,57,33,54,64,5
Montipora_capitata_HIv3___RNAseq.g7557.t1,35,73,33,25,26,39,143,49
Montipora_capitata_HIv3___RNAseq.g9878.t1,12,23,45,32,18,30,49,24
Montipora_capitata_HIv3___RNAseq.g2392.t1,2,0,0,0,0,2,1,0
Montipora_capitata_HIv3___RNAseq.g46967.t1,0,3,6,0,4,16,15,2
Montipora_capitata_HIv3___TS.g36303.t1,30,44,50,602,365,381,1197,6
Montipora_capitata_HIv3___RNAseq.g38791.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g1156.t1,0,0,0,5,17,10,0,0
Montipora_capitata_HIv3___RNAseq.g48900.t1,1,4,10,31,36,27,24,2
Montipora_capitata_HIv3___TS.g21900.t1,50,102,42,231,231,173,72,101
Montipora_capitata_HIv3___RNAseq.g2004.t1,0,0,0,0,7,0,8,0
Montipora_capitata_HIv3___TS.g43420.t1,0,4,0,0,0,14,7,0
Montipora_capitata_HIv3___RNAseq.g43975.t1,0,0,2,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g18455.t1,4,0,0,9,0,7,105,10
Montipora_capitata_HIv3___RNAseq.g9101.t1,0,0,0,4,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32734.t1,0,0,0,0,2,6,0,0
Montipora_capitata_HIv3___RNAseq.g37627.t1,0,0,1,0,0,0,0,0
Montipora_capitata_HIv3___TS.g30452.t1,0,0,0,0,14,0,6,0
Montipora_capitata_HIv3___TS.g25363.t1,0,0,0,2,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g23542.t1,0,14,16,22,24,10,29,0
Montipora_capitata_HIv3___RNAseq.g13032.t1,0,0,0,0,0,0,7,0
Montipora_capitata_HIv3___TS.g22447.t1,0,0,0,0,2,2,0,0
Montipora_capitata_HIv3___TS.g23629.t1,11,0,0,6,9,10,0,0
Montipora_capitata_HIv3___RNAseq.g16389.t1,8,2,0,13,1,6,3,0
Montipora_capitata_HIv3___RNAseq.g28236.t1,0,0,0,3,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g28924.t1,2,0,0,39,0,50,17,12
Montipora_capitata_HIv3___RNAseq.g11569.t1a,0,7,4,0,36,11,20,3
Montipora_capitata_HIv3___TS.g47592.t2,0,0,5,5,0,9,15,0
Montipora_capitata_HIv3___RNAseq.g17099.t1,0,1,0,2,2,9,2,1
Montipora_capitata_HIv3___TS.g26992.t1,0,2,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g31650.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46139.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___TS.g7789.t1,2,0,2,0,3,2,0,0
Montipora_capitata_HIv3___RNAseq.g5832.t1,0,0,0,2,3,0,3,4
Montipora_capitata_HIv3___RNAseq.g6678.t1,0,0,0,13,18,16,22,0
Montipora_capitata_HIv3___RNAseq.g49419.t1,0,3,2,1,3,1,2,9
Montipora_capitata_HIv3___RNAseq.g44086.t1,465,800,216,756,906,1428,1338,731
Montipora_capitata_HIv3___TS.g48705.t1,0,6,3,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22923.t1,0,0,6,0,4,176,837,0
Montipora_capitata_HIv3___RNAseq.g49975.t1,0,0,0,1,0,0,0,0
Montipora_capitata_HIv3___TS.g24029.t2,317,1588,764,411,433,380,222,1131
Montipora_capitata_HIv3___RNAseq.g23518.t1,336,730,137,409,742,1095,602,823
Montipora_capitata_HIv3___TS.g27700.t1,0,0,3,4,33,32,48,0
Montipora_capitata_HIv3___TS.g27141.t1,3,3,0,19,39,29,14,4
Montipora_capitata_HIv3___RNAseq.g17661.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28072.t1,28,56,20,1263,1972,1114,585,51
Montipora_capitata_HIv3___RNAseq.g42048.t1,0,0,0,0,4,0,5,0
Montipora_capitata_HIv3___TS.g45993.t1,42,147,31,20,30,15,9,115
Montipora_capitata_HIv3___RNAseq.g44586.t1,1819,2491,495,2958,3028,2420,1213,2610
Montipora_capitata_HIv3___RNAseq.g19818.t1,185,725,418,1063,1209,711,434,317
Montipora_capitata_HIv3___RNAseq.g38793.t1,3,9,5,8,9,2,3,24
Montipora_capitata_HIv3___RNAseq.g31271.t1,0,0,6,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g11614.t1,0,0,10,0,12,13,6,0
Montipora_capitata_HIv3___RNAseq.g19643.t1,0,0,0,68,54,165,67,0
Montipora_capitata_HIv3___TS.g13507.t1,4,22,30,39,14,13,0,12
Montipora_capitata_HIv3___RNAseq.g47392.t1,0,0,6,0,3,1,4,0
Montipora_capitata_HIv3___RNAseq.g33752.t1b,4,24,17,62,134,51,22,0
Montipora_capitata_HIv3___RNAseq.g33752.t1a,0,8,20,34,9,29,18,4
Montipora_capitata_HIv3___RNAseq.g21633.t1,103,188,99,478,451,620,323,272
Montipora_capitata_HIv3___RNAseq.g28109.t1,2,8,10,16,17,22,15,1
Montipora_capitata_HIv3___RNAseq.g9770.t1,0,5,17,20,24,40,22,0
Montipora_capitata_HIv3___RNAseq.g21889.t1,1,3,9,14,20,19,13,7
Montipora_capitata_HIv3___TS.g34273.t1,0,0,0,0,0,1,4,0
Montipora_capitata_HIv3___RNAseq.g33618.t1,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g36692.t2,765,3102,474,513,603,847,566,1609
Montipora_capitata_HIv3___RNAseq.g49324.t1,727,1268,570,2736,2989,2732,2182,759
Montipora_capitata_HIv3___RNAseq.g3916.t1,0,0,3,0,16,2,3,0
Montipora_capitata_HIv3___RNAseq.g30438.t1,11,41,0,237,371,112,277,24
Montipora_capitata_HIv3___RNAseq.g6691.t1,0,0,20,49,104,184,41,0
Montipora_capitata_HIv3___RNAseq.g1155.t1,1208,2749,8384,32778,25041,7295,4763,1987
Montipora_capitata_HIv3___RNAseq.g19759.t1,919,1308,761,1818,2265,1500,1005,1159
Montipora_capitata_HIv3___RNAseq.g12210.t1,216,254,106,180,169,205,301,301
Montipora_capitata_HIv3___RNAseq.g8104.t1,0,0,0,8,0,11,0,0
Montipora_capitata_HIv3___RNAseq.g22959.t1,2461,3342,879,503,616,374,146,3214
Montipora_capitata_HIv3___TS.g29843.t1,52,74,20,52,59,49,27,58
Montipora_capitata_HIv3___RNAseq.g2123.t1,0,0,3,19,9,10,18,0
Montipora_capitata_HIv3___RNAseq.g49977.t1,229,964,546,1697,1220,716,262,734
Montipora_capitata_HIv3___RNAseq.g13715.t1,0,0,0,2,0,7,0,0
Montipora_capitata_HIv3___RNAseq.g39709.t1,0,23,0,63,28,140,175,0
Montipora_capitata_HIv3___TS.g42170.t2,0,0,16,12,12,38,73,0
Montipora_capitata_HIv3___RNAseq.g20195.t1,419,1206,529,432,597,766,410,1143
Montipora_capitata_HIv3___TS.g18121.t1,0,0,1,0,3,13,0,0
Montipora_capitata_HIv3___RNAseq.g35577.t1,1004,2735,2011,1617,963,500,215,2262
Montipora_capitata_HIv3___RNAseq.g4225.t1,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g15352.t1,0,0,0,3,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g20545.t1,1454,2278,864,1236,2045,4444,3499,2256
Montipora_capitata_HIv3___RNAseq.g39206.t1,0,0,0,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17088.t1,0,0,52,16,7,19,37,0
Montipora_capitata_HIv3___TS.g16846.t1,0,0,0,14,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g20489.t1,3,9,12,7,8,9,13,3
Montipora_capitata_HIv3___RNAseq.g32140.t1,0,0,0,2,0,7,8,0
Montipora_capitata_HIv3___RNAseq.g18728.t1,0,1,1,0,0,3,2,0
Montipora_capitata_HIv3___TS.g17173.t1,0,6,12,6,10,33,17,32
Montipora_capitata_HIv3___RNAseq.g43082.t1,13,14,60,69,69,66,46,21
Montipora_capitata_HIv3___RNAseq.g4509.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g27702.t1,0,0,0,12,11,44,51,0
Montipora_capitata_HIv3___TS.g28612.t1,1573,9001,21497,41290,34421,12037,8722,1987
Montipora_capitata_HIv3___RNAseq.g45565.t1,702,2366,521,2053,2373,1673,848,2010
Montipora_capitata_HIv3___RNAseq.g21050.t1,9,0,4,29,30,12,28,0
Montipora_capitata_HIv3___TS.g9360.t1,0,6,0,0,5,6,2,0
Montipora_capitata_HIv3___TS.g27164.t1,181,368,149,980,1165,1545,908,272
Montipora_capitata_HIv3___RNAseq.g34429.t1,309,545,240,2592,2776,2534,981,760
Montipora_capitata_HIv3___RNAseq.g34464.t1,22,81,15,41,72,26,29,64
Montipora_capitata_HIv3___TS.g41494.t1a,0,14,0,0,5,6,38,0
Montipora_capitata_HIv3___TS.g41494.t1b,0,9,70,117,174,142,200,0
Montipora_capitata_HIv3___TS.g49423.t1,0,0,8,5,11,4,2,0
Montipora_capitata_HIv3___RNAseq.g29876.t1,32,61,61,3,8,0,0,44
Montipora_capitata_HIv3___TS.g26509.t1,0,0,0,11,4,7,6,3
Montipora_capitata_HIv3___RNAseq.g14809.t1,3449,5419,4356,13375,13216,8077,4906,5494
Montipora_capitata_HIv3___RNAseq.g36549.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g39760.t1,0,0,0,6,7,0,4,0
Montipora_capitata_HIv3___RNAseq.g30534.t1,0,0,0,3,0,3,2,0
Montipora_capitata_HIv3___TS.g38016.t1,196,266,68,591,646,280,235,282
Montipora_capitata_HIv3___RNAseq.g26626.t1,0,1,3,19,26,0,5,0
Montipora_capitata_HIv3___RNAseq.g45457.t1,0,11,0,4,12,9,20,0
Montipora_capitata_HIv3___RNAseq.g41021.t1,0,0,0,0,0,18,114,0
Montipora_capitata_HIv3___TS.g46438.t1,12,30,6,12,10,10,20,15
Montipora_capitata_HIv3___RNAseq.g16424.t1,0,0,0,1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g6547.t1,0,0,0,2,2,0,0,4
Montipora_capitata_HIv3___RNAseq.g4072.t1,0,3,0,7,4,0,10,0
Montipora_capitata_HIv3___RNAseq.g22802.t1,0,11,0,150,511,5058,10464,0
Montipora_capitata_HIv3___RNAseq.g23963.t1,599,862,260,159,135,161,1137,1070
Montipora_capitata_HIv3___RNAseq.g8991.t1,1,3,8,44,43,64,49,0
Montipora_capitata_HIv3___TS.g17156.t1,0,4,3,19,12,23,13,1
Montipora_capitata_HIv3___RNAseq.g12596.t1,29,175,158,78,109,108,73,71
Montipora_capitata_HIv3___TS.g31475.t1,161,408,250,362,307,419,199,311
Montipora_capitata_HIv3___RNAseq.g48658.t1,116,225,108,137,141,155,90,168
Montipora_capitata_HIv3___RNAseq.g25263.t1,32,36,43,758,882,386,690,43
Montipora_capitata_HIv3___RNAseq.g18078.t1,3760,6332,1517,1287,1376,941,698,6019
Montipora_capitata_HIv3___RNAseq.g20384.t1,0,0,2,3,1,1,7,0
Montipora_capitata_HIv3___RNAseq.g1443.t1,0,0,0,0,3,7,0,0
Montipora_capitata_HIv3___RNAseq.g29874.t1,0,21,38,35,46,31,8,0
Montipora_capitata_HIv3___RNAseq.g45455.t1,4,19,0,108,52,12,13,0
Montipora_capitata_HIv3___RNAseq.g39811.t1,0,0,0,0,1,0,0,0
Montipora_capitata_HIv3___TS.g48540.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34175.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28738.t1,0,0,0,0,6,0,7,0
Montipora_capitata_HIv3___RNAseq.g439.t1,1254,3034,993,1020,1396,1350,700,1957
Montipora_capitata_HIv3___RNAseq.g31664.t1,0,0,0,0,3,5,8,0
Montipora_capitata_HIv3___RNAseq.g19801.t1,17,18,5,13,14,4,21,9
Montipora_capitata_HIv3___TS.g19295.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28596.t1,0,0,2,2,3,4,5,0
Montipora_capitata_HIv3___TS.g44843.t1,4,25,33,418,1206,14061,12564,4
Montipora_capitata_HIv3___TS.g42191.t1,0,2,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g21966.t1,0,0,16,30,32,83,69,3
Montipora_capitata_HIv3___TS.g34608.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31292.t1,40,23,37,10,23,14,23,47
Montipora_capitata_HIv3___RNAseq.g1309.t1,0,0,3,0,0,10,0,0
Montipora_capitata_HIv3___RNAseq.g28768.t1,0,1,0,4,2,6,4,0
Montipora_capitata_HIv3___TS.g9802.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___TS.g25575.t1,171,342,107,73,35,50,106,403
Montipora_capitata_HIv3___RNAseq.g103.t1,0,22,18,9,8,9,7,8
Montipora_capitata_HIv3___TS.g31703.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g8993.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g23961.t1,0,0,0,3,5,4,0,2
Montipora_capitata_HIv3___RNAseq.g43702.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g29547.t1,0,0,5,37,78,366,452,0
Montipora_capitata_HIv3___RNAseq.g4178.t1,0,5,5,10,35,15,10,0
Montipora_capitata_HIv3___RNAseq.g15369.t1,103,312,77,62,65,42,32,243
Montipora_capitata_HIv3___RNAseq.g32428.t1,0,0,0,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41269.t1,0,2,8,8,20,23,9,0
Montipora_capitata_HIv3___TS.g26127.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g5849.t1,0,3,0,6,0,0,8,4
Montipora_capitata_HIv3___RNAseq.g14405.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44381.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10555.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g48861.t1,20,23,37,41,46,30,63,44
Montipora_capitata_HIv3___RNAseq.g34565.t1,0,0,0,0,2,0,2,2
Montipora_capitata_HIv3___RNAseq.g20904.t1,6,0,2,12,10,24,10,0
Montipora_capitata_HIv3___RNAseq.g34177.t1,1555,3596,2269,3874,4745,3458,3344,3559
Montipora_capitata_HIv3___RNAseq.g16654.t1,0,4,0,5,2,20,5,0
Montipora_capitata_HIv3___RNAseq.g50180.t1,325,797,317,488,506,705,519,429
Montipora_capitata_HIv3___RNAseq.g32736.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___TS.g2537.t1b,0,0,10,0,0,8,0,0
Montipora_capitata_HIv3___RNAseq.g29545.t1,172,325,77,113,191,725,816,405
Montipora_capitata_HIv3___RNAseq.g6325.t1,7,35,16,126,174,540,549,33
Montipora_capitata_HIv3___RNAseq.g32554.t1,0,0,0,0,0,2,0,12
Montipora_capitata_HIv3___RNAseq.g13030.t1,0,0,5,5,6,5,14,0
Montipora_capitata_HIv3___TS.g13545.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g2715.t1,0,0,5,0,11,0,0,0
Montipora_capitata_HIv3___RNAseq.g39771.t1,76,343,204,381,251,109,139,336
Montipora_capitata_HIv3___RNAseq.g4528.t1,0,0,0,0,3,10,3,0
Montipora_capitata_HIv3___RNAseq.g18539.t1,9,69,66,97,105,33,37,44
Montipora_capitata_HIv3___RNAseq.g48410.t1,0,0,5,0,11,5,0,0
Montipora_capitata_HIv3___RNAseq.g22882.t1,0,4,11,31,36,98,28,0
Montipora_capitata_HIv3___RNAseq.g1582.t1,0,0,10,39,21,35,24,0
Montipora_capitata_HIv3___RNAseq.g101.t1,0,0,2,5,3,11,6,0
Montipora_capitata_HIv3___RNAseq.g5889.t1,0,0,0,4,0,0,1,0
Montipora_capitata_HIv3___TS.g43381.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g27616.t1,119,250,359,1026,821,269,144,200
Montipora_capitata_HIv3___RNAseq.g9615.t1,774,2022,852,1562,1642,995,421,1567
Montipora_capitata_HIv3___RNAseq.g13952.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g40404.t1,0,4,8,7,26,20,22,0
Montipora_capitata_HIv3___RNAseq.g35872.t1,3,0,0,5,1,16,6,3
Montipora_capitata_HIv3___RNAseq.g18903.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1035.t1,0,10,0,5,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g12067.t1,0,4,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44383.t1,681,1338,365,215,154,557,445,1031
Montipora_capitata_HIv3___RNAseq.g46753.t1,0,13,99,4095,5259,11531,4245,14
Montipora_capitata_HIv3___RNAseq.g30478.t1,0,0,0,12,24,45,33,13
Montipora_capitata_HIv3___TS.g2717.t1,0,0,3,10,14,7,6,0
Montipora_capitata_HIv3___RNAseq.g33794.t1,4,0,0,4,0,25,22,0
Montipora_capitata_HIv3___TS.g7633.t2,522,263,1879,868,678,691,355,1043
Montipora_capitata_HIv3___TS.g27504.t1,0,0,10,16,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g2795.t1,0,8,6,8,17,7,7,8
Montipora_capitata_HIv3___RNAseq.g6817.t1,179,288,56,229,252,268,1005,334
Montipora_capitata_HIv3___RNAseq.g25466.t1,212,765,462,198,241,277,150,593
Montipora_capitata_HIv3___RNAseq.g48863.t1,261,1099,606,833,1008,1626,1178,625
Montipora_capitata_HIv3___RNAseq.g25641.t1,0,0,0,8,6,45,55,0
Montipora_capitata_HIv3___RNAseq.g851.t1,1,4,10,29,5,9,9,0
Montipora_capitata_HIv3___RNAseq.g50144.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g29134.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22139.t1,0,0,0,2,0,63,167,0
Montipora_capitata_HIv3___RNAseq.g37694.t1,2,3,3,6,6,11,11,2
Montipora_capitata_HIv3___RNAseq.g28785.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41610.t1,0,0,0,3,3,2,2,0
Montipora_capitata_HIv3___RNAseq.g21730.t1,0,0,0,0,11,0,0,0
Montipora_capitata_HIv3___TS.g18225.t3,181,324,765,2181,2884,1245,1049,223
Montipora_capitata_HIv3___RNAseq.g42979.t1,0,0,0,14,31,17,14,0
Montipora_capitata_HIv3___RNAseq.g48108.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g18771.t1,0,0,0,1,2,3,4,0
Montipora_capitata_HIv3___RNAseq.g21483.t1,0,0,0,0,3,11,3,0
Montipora_capitata_HIv3___RNAseq.g7892.t1,0,6,3,0,16,0,3,0
Montipora_capitata_HIv3___RNAseq.g6169.t1,1921,3560,1332,2514,2564,1983,1037,3229
Montipora_capitata_HIv3___RNAseq.g25977.t1,0,0,0,0,9,3,5,0
Montipora_capitata_HIv3___RNAseq.g36503.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g37084.t1,0,0,0,3,0,0,0,0
Montipora_capitata_HIv3___TS.g4710.t1,0,0,0,0,4,4,9,0
Montipora_capitata_HIv3___RNAseq.g22269.t1,3,8,41,47,72,69,60,1
Montipora_capitata_HIv3___TS.g40104.t1,0,0,1,0,0,2,2,0
Montipora_capitata_HIv3___RNAseq.g401.t1,0,35,3,9,7,23,27,0
Montipora_capitata_HIv3___RNAseq.g34244.t1,0,11,9,11,14,28,12,4
Montipora_capitata_HIv3___RNAseq.g41631.t1,0,14,58,54,45,18,13,3
Montipora_capitata_HIv3___TS.g12432.t1,0,0,0,0,9,6,6,2
Montipora_capitata_HIv3___RNAseq.g22601.t1,992,1552,386,284,143,32,21,1421
Montipora_capitata_HIv3___RNAseq.g37885.t1,0,0,0,15,16,29,9,0
Montipora_capitata_HIv3___TS.g11471.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22158.t1,0,1,2,14,2,2,3,0
Montipora_capitata_HIv3___TS.g28869.t1,0,0,5,14,8,14,0,3
Montipora_capitata_HIv3___RNAseq.g21367.t1,0,0,0,4,3,1,5,0
Montipora_capitata_HIv3___RNAseq.g42949.t1,0,0,0,4,17,19,24,0
Montipora_capitata_HIv3___TS.g1368.t1,0,0,7,58,31,18,10,5
