gene_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
Montipora_capitata_HIv3___RNAseq.g32886.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30941.t1,0,0,0,0,0,0,6,1
Montipora_capitata_HIv3___RNAseq.g12411.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31494.t1,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g29589.t1,0,0,0,18,44,114,107,5
Montipora_capitata_HIv3___RNAseq.g31253.t1,0,5,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g36108.t1,0,0,0,0,8,19,17,0
STRG.2610,7,27,14,46,30,21,23,24
STRG.2611,780,1844,849,754,823,530,323,1290
STRG.2612,124,196,97,88,61,101,78,229
STRG.2613,403,553,111,24,41,0,17,650
STRG.2614,36,66,18,151,184,198,194,33
Montipora_capitata_HIv3___TS.g37399.t1,0,0,4,10,7,5,12,0
STRG.2616,242,472,333,232,159,127,109,413
STRG.2617,4095,10081,6113,4309,3055,2227,1676,7180
STRG.2618,182,417,402,1719,1280,471,283,172
STRG.2619,59,147,83,44,71,70,177,60
STRG.7068,5469,8840,3303,5329,5589,4849,3813,9008
STRG.7069,384,1273,620,567,634,464,242,1138
Montipora_capitata_HIv3___RNAseq.g50143.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48630.t1,0,0,1,1,6,5,1,0
STRG.7060,57,80,36,27,40,97,54,82
STRG.7061,39,174,145,237,258,227,166,142
STRG.7062,547,963,461,4598,4598,1554,596,918
STRG.7063,446,2010,1064,1215,1279,390,250,1553
STRG.7064,1550,6876,6810,32961,30983,9037,3168,5306
STRG.7065,239,328,271,1766,2019,1322,1088,312
STRG.7066,4,7,6,15,10,9,0,0
STRG.7067,5,219,832,1533,1070,504,195,32
Montipora_capitata_HIv3___RNAseq.g48142.t1,0,0,0,2,5,8,7,0
Montipora_capitata_HIv3___RNAseq.g18875.t1,0,4,0,0,1,0,0,0
STRG.15885,46,179,147,42,93,206,100,75
Montipora_capitata_HIv3___RNAseq.g44783.t1,0,26,16,28,26,4,56,8
STRG.10729,2651,3714,2418,8899,9412,5425,2510,4436
Montipora_capitata_HIv3___RNAseq.g29076.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g17375.t1,0,0,0,9,20,11,4,0
Montipora_capitata_HIv3___RNAseq.g27567.t1,0,0,0,0,3,9,0,0
Montipora_capitata_HIv3___RNAseq.g37668.t1,0,0,0,0,2,3,3,0
STRG.15880,58,174,509,877,867,273,111,87
Montipora_capitata_HIv3___RNAseq.g26146.t1,0,0,0,0,2,5,6,0
Montipora_capitata_HIv3___RNAseq.g15322.t1b,0,3,1,2,2,1,9,0
Montipora_capitata_HIv3___RNAseq.g11903.t1,0,0,0,3,0,10,0,0
Montipora_capitata_HIv3___RNAseq.g6889.t1,0,0,0,14,0,20,0,0
Montipora_capitata_HIv3___RNAseq.g42832.t1,0,0,0,0,0,0,0,0
STRG.9886,4536,10824,7391,15240,14804,7136,4277,9555
Montipora_capitata_HIv3___TS.g7893.t1,0,0,0,0,0,2,0,1
STRG.15349,1227,4914,2341,3205,3375,3385,3541,3883
STRG.15348,11,14,6,125,161,211,294,11
Montipora_capitata_HIv3___RNAseq.g50443.t1,0,2,1,8,13,10,8,0
STRG.8568,920,2338,1467,2929,2459,1228,801,1620
Montipora_capitata_HIv3___RNAseq.g32884.t2,0,0,0,2,4,17,0,0
STRG.7398,504,1149,276,657,725,454,562,814
STRG.7399,2208,3081,2443,5235,5839,3451,2061,3416
STRG.7396,16,31,97,70,79,85,70,12
STRG.15340,150,132,238,3151,3386,4981,3988,599
STRG.8566,23,14,10,21,10,10,5,54
STRG.7395,1192,3118,2000,4147,4460,3026,1767,2253
STRG.8560,3517,9735,2493,3794,3278,1477,687,6857
STRG.15344,71,404,238,1028,1237,2012,852,240
STRG.15347,2409,4839,997,2743,2607,1587,825,3959
STRG.7391,4053,7659,6174,7411,6503,4027,3363,6144
Montipora_capitata_HIv3___RNAseq.g14104.t1,0,0,7,21,20,10,0,10
Montipora_capitata_HIv3___TS.g37100.t1,0,0,0,6,6,10,0,0
Montipora_capitata_HIv3___RNAseq.g33176.t1,0,0,0,5,0,6,0,0
STRG.17035,14,36,17,29,70,15,12,30
Montipora_capitata_HIv3___RNAseq.g2339.t1,0,0,0,3,11,19,3,0
Montipora_capitata_HIv3___RNAseq.g39553.t1,0,3,0,6,16,7,7,0
Montipora_capitata_HIv3___RNAseq.g15231.t1,0,3,11,23,15,23,8,5
Montipora_capitata_HIv3___RNAseq.g43429.t1,0,0,0,1,5,17,3,0
STRG.17698,1739,4778,2518,1309,1461,2203,2455,4698
Montipora_capitata_HIv3___TS.g29486.t1,0,0,3,13,27,149,81,0
Montipora_capitata_HIv3___TS.g25404.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g4021.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39048.t1,0,9,78,129,67,57,55,10
Montipora_capitata_HIv3___RNAseq.g36192.t1,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g6566.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48094.t1,0,0,0,0,0,7,2,0
Montipora_capitata_HIv3___TS.g46907.t1,0,0,1,0,8,5,2,0
Montipora_capitata_HIv3___RNAseq.g17232.t1,0,0,3,3,2,0,9,0
Montipora_capitata_HIv3___TS.g15292.t1,0,24,0,0,0,41,0,0
Montipora_capitata_HIv3___RNAseq.g38858.t1,0,3,0,0,0,9,0,0
Montipora_capitata_HIv3___RNAseq.g7957.t1,0,6,5,5,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g5798.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g49054.t1,0,0,49,41,33,54,30,0
Montipora_capitata_HIv3___RNAseq.g10952.t1,0,0,0,8,3,4,0,0
Montipora_capitata_HIv3___RNAseq.g24445.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___TS.g6162.t1,0,0,0,11,12,45,23,4
STRG.17692,3931,7989,4340,6376,6421,5498,4469,7689
Montipora_capitata_HIv3___RNAseq.g8193.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g17814.t1b,0,7,7,63,60,45,38,1
STRG.920,113,699,315,967,966,695,324,273
STRG.923,165,460,394,558,637,513,114,350
STRG.922,258,464,350,1529,1373,455,148,330
STRG.925,10,42,18,19,3,13,39,45
STRG.924,588,862,1106,3477,3286,1860,1601,923
STRG.927,1877,4206,2394,4115,4449,6299,7316,3392
Montipora_capitata_HIv3___RNAseq.g32748.t1,0,0,0,3,5,16,6,0
STRG.929,101,196,219,151,59,80,520,146
STRG.928,103,572,235,349,548,594,694,335
STRG.7930,224,442,111,343,411,312,406,411
STRG.7931,1415,2305,948,1637,1842,2490,2171,2261
STRG.7936,857,2620,1992,5189,4334,2606,1351,1199
STRG.7937,441,1996,1610,5889,4408,2071,731,1109
STRG.7934,1,4,9,31,19,57,35,4
Montipora_capitata_HIv3___RNAseq.g28664.t1,0,10,0,28,29,30,21,0
STRG.3228,1970,4553,2024,13770,14439,9742,4938,2783
STRG.3229,1127,1920,406,2037,1919,999,652,1917
STRG.3222,2,5,9,32,23,32,21,3
STRG.3223,38,133,58,121,145,145,137,102
STRG.3220,1,8,33,77,84,47,25,2
STRG.3221,1,68,36,51,34,42,43,1
STRG.3226,363,873,343,860,711,568,297,739
STRG.3227,131,230,124,265,292,183,85,301
Montipora_capitata_HIv3___RNAseq.4947_t,0,0,0,0,0,0,98,0
Montipora_capitata_HIv3___TS.g15983.t2,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45779.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36381.t1,0,9,2,7,5,0,3,14
STRG.1570,994,2588,2516,8366,10234,14893,11691,1839
Montipora_capitata_HIv3___RNAseq.g8562.t1,0,0,0,0,1,1,0,0
STRG.1572,125,308,114,474,485,275,113,258
STRG.1573,215,785,141,487,614,553,497,493
STRG.1574,157,618,310,1168,1791,999,716,707
STRG.18479,5,20,2,17,0,3,8,9
STRG.1576,390,2193,1018,2647,2569,1197,637,556
STRG.1577,441,938,219,2051,2112,1222,817,884
STRG.1578,643,696,527,4732,5889,6640,6094,976
STRG.18475,8,4,0,0,0,0,4,0
STRG.18476,3,4,0,0,0,0,0,0
STRG.18477,1,1,1,2,8,8,3,0
STRG.18470,28,126,96,696,678,680,1454,95
STRG.18471,2,7,2,6,11,11,7,3
STRG.18472,1,2,0,0,0,0,0,0
STRG.18473,27,320,624,851,648,290,107,95
Montipora_capitata_HIv3___RNAseq.g18352.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g19828.t1,0,2,0,0,0,0,2,0
STRG.9504,3,0,4,7,3,19,14,7
Montipora_capitata_HIv3___RNAseq.g16140.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44997.t1,0,0,8,2,23,32,3,7
Montipora_capitata_HIv3___RNAseq.17993_t,0,13,163,1017,731,159,171,0
Montipora_capitata_HIv3___TS.g19585.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12144.t1,0,0,0,17,16,40,43,0
Montipora_capitata_HIv3___RNAseq.g13361.t1,0,0,10,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g1798.t1,0,0,0,0,4,0,5,0
Montipora_capitata_HIv3___RNAseq.g10150.t1,0,5,9,15,26,61,12,0
Montipora_capitata_HIv3___TS.g47771.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23330.t1,0,0,0,0,0,3,1,0
Montipora_capitata_HIv3___RNAseq.g25737.t1,0,2,2,2,1,0,3,0
Montipora_capitata_HIv3___RNAseq.g35047.t1,0,0,7,58,286,1215,1244,0
Montipora_capitata_HIv3___RNAseq.g32787.t1,0,2,0,4,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g42660.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14236.t1,0,0,3,0,0,20,0,0
Montipora_capitata_HIv3___RNAseq.g22419.t1,0,0,0,0,2,1,0,0
Montipora_capitata_HIv3___RNAseq.g28666.t1,0,1,1,1,12,9,2,6
Montipora_capitata_HIv3___RNAseq.g347.t1,0,0,0,29,83,97,367,0
Montipora_capitata_HIv3___RNAseq.g31962.t1,0,0,0,0,5,10,0,0
Montipora_capitata_HIv3___RNAseq.g10598.t1,0,0,0,3,8,3,10,0
Montipora_capitata_HIv3___RNAseq.g1746.t1,0,0,7,6,4,2,0,0
Montipora_capitata_HIv3___RNAseq.g18851.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g41634.t1,0,0,7,16,12,7,45,0
Montipora_capitata_HIv3___TS.g5865.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g18245.t1,0,0,0,0,3,7,14,0
Montipora_capitata_HIv3___RNAseq.g22340.t1,0,0,0,0,0,14,3,6
Montipora_capitata_HIv3___RNAseq.g19504.t1,0,2,0,0,0,0,0,6
Montipora_capitata_HIv3___RNAseq.g10077.t1,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g50588.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g19628.t1,0,0,3,5,2,8,6,0
Montipora_capitata_HIv3___RNAseq.g22651.t1,0,10,0,0,31,8,0,0
Montipora_capitata_HIv3___RNAseq.g9686.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22159.t1a,0,10,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16142.t1,0,0,1,0,1,0,4,0
Montipora_capitata_HIv3___RNAseq.g22159.t1b,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g31681.t1,0,0,0,0,4,8,1,0
STRG.13581,890,1938,979,8435,6669,2263,1671,1575
STRG.13580,98,416,231,26,58,57,33,221
STRG.13583,18,61,41,268,262,161,62,58
Montipora_capitata_HIv3___RNAseq.g48323.t1,0,2,4,5,8,19,8,0
STRG.13585,1897,3891,3153,14692,14398,6911,3927,2121
STRG.13584,193,411,1016,9735,10229,13201,7519,551
STRG.13587,340,1759,1204,3984,3454,1256,778,708
STRG.13586,302,1431,723,1264,881,432,226,1082
STRG.13589,283,617,247,276,424,547,471,607
STRG.13588,566,2224,1141,465,350,300,380,1265
Montipora_capitata_HIv3___RNAseq.g16872.t1,0,0,0,0,0,16,6,0
Montipora_capitata_HIv3___RNAseq.g28382.t1,0,0,0,3,0,2,0,0
Montipora_capitata_HIv3___TS.g50412.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9521.t1,0,7,81,2363,2650,3277,2046,0
Montipora_capitata_HIv3___RNAseq.g15847.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31987.t1,0,0,0,6,12,11,6,1
Montipora_capitata_HIv3___RNAseq.g48632.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2373.t1,0,9,17,7,33,19,16,5
Montipora_capitata_HIv3___RNAseq.g8841.t1,0,0,11,12,45,13,11,0
Montipora_capitata_HIv3___RNAseq.g18247.t1,0,7,33,17,25,27,0,7
Montipora_capitata_HIv3___RNAseq.g27365.t1,0,0,4,4,1,2,3,0
Montipora_capitata_HIv3___RNAseq.g50479.t1,0,0,0,12,0,4,0,0
Montipora_capitata_HIv3___TS.g41636.t1,0,0,0,2,0,104,635,4
Montipora_capitata_HIv3___RNAseq.g22767.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g42203.t1,0,0,3,50,41,55,54,3
Montipora_capitata_HIv3___RNAseq.g5516.t1,0,0,0,0,17,2,12,4
Montipora_capitata_HIv3___RNAseq.g8577.t1,0,2,9,11,11,19,13,0
Montipora_capitata_HIv3___RNAseq.g7905.t1,0,23,12,13,10,42,13,0
STRG.85,1811,3097,1629,2324,1943,980,857,2994
Montipora_capitata_HIv3___RNAseq.g49813.t1,0,0,0,32,69,29,5,0
Montipora_capitata_HIv3___TS.g9598.t1,0,0,0,0,12,9,0,0
Montipora_capitata_HIv3___RNAseq.g16385.t1,0,0,2,7,9,3,0,0
Montipora_capitata_HIv3___RNAseq.g46053.t1,0,246,98,0,15,17,13,6
STRG.10588,277,823,359,1378,2117,3952,2463,718
Montipora_capitata_HIv3___TS.g34050.t1b,0,1,1,3,10,8,9,2
Montipora_capitata_HIv3___RNAseq.g8242.t1,0,0,0,0,0,3,15,0
STRG.10584,1617,4285,2846,3255,2989,2227,1362,4162
STRG.10585,9,63,88,227,259,156,200,54
STRG.10586,5,0,5,0,0,14,69,0
STRG.10587,53,112,41,26,26,23,19,168
STRG.10580,185,846,672,1951,1415,762,434,600
Montipora_capitata_HIv3___RNAseq.g1323.t1,0,0,0,13,9,17,13,0
STRG.10582,30,59,599,1152,832,130,73,80
STRG.10583,416,911,178,343,413,155,185,860
Montipora_capitata_HIv3___RNAseq.g22765.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.349_t,0,9,0,4,14,24,12,0
STRG.1009,2841,4316,1674,2400,2213,2137,2117,4198
Montipora_capitata_HIv3___RNAseq.g21973.t1,0,3,8,8,15,23,27,0
STRG.18343,3,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g31403.t1,0,0,0,1,6,5,4,0
Montipora_capitata_HIv3___RNAseq.g11705.t1,0,1,6,0,0,0,0,3
Montipora_capitata_HIv3___TS.g49936.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g2730.t1,0,2,2,6,2,7,3,0
Montipora_capitata_HIv3___TS.g15553.t1,0,11,0,4,18,0,0,0
Montipora_capitata_HIv3___RNAseq.g36721.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___TS.g44148.t1,0,0,0,0,0,4,2,0
Montipora_capitata_HIv3___RNAseq.g49422.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35193.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g6621.t1,0,9,9,6,11,11,5,8
Montipora_capitata_HIv3___RNAseq.g46051.t1,0,0,4,4,14,15,6,0
Montipora_capitata_HIv3___TS.g27604.t1,0,0,0,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g250.t1,0,0,0,0,3,9,0,0
Montipora_capitata_HIv3___RNAseq.g38055.t1,0,0,0,0,6,46,24,0
Montipora_capitata_HIv3___TS.g12738.t1,0,0,0,2,0,0,0,0
STRG.10056,2,0,0,0,0,0,0,0
STRG.10057,3,5,0,16,18,120,13,0
STRG.10054,119,373,290,688,602,505,451,213
STRG.10055,631,1634,2080,4369,3462,1816,2232,1314
STRG.10052,3,15,80,18,7,114,177,0
STRG.10053,1469,2068,698,3043,3130,1664,918,2557
STRG.10050,14,45,0,7,16,21,27,56
STRG.10051,5,28,11,6,8,16,14,0
Montipora_capitata_HIv3___RNAseq.g42800.t1,0,0,0,31,19,23,13,0
STRG.10058,3,4,15,24,18,19,23,3
Montipora_capitata_HIv3___RNAseq.g42828.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___TS.g14517.t3,0,11,0,97,99,49,160,0
Montipora_capitata_HIv3___RNAseq.g3652.t1,0,2,3,12,7,0,3,0
Montipora_capitata_HIv3___RNAseq.g37644.t1,0,0,1,4,14,2,5,7
Montipora_capitata_HIv3___RNAseq.g22082.t1,0,0,0,0,6,1,0,0
STRG.16601,68,152,119,82,86,219,630,148
Montipora_capitata_HIv3___RNAseq.g28413.t1,0,0,0,10,17,52,56,0
Montipora_capitata_HIv3___RNAseq.g49811.t1,0,0,0,0,0,5,2,0
STRG.1007,4,8,6,23,30,27,12,5
Montipora_capitata_HIv3___RNAseq.g31916.t1,0,0,7,9,7,15,7,0
Montipora_capitata_HIv3___TS.g44856.t1,0,0,0,0,0,2,6,0
Montipora_capitata_HIv3___RNAseq.g31251.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___TS.g1952.t1,0,0,6,10,6,10,0,0
Montipora_capitata_HIv3___RNAseq.g16227.t1,0,16,3,2,34,4,0,4
Montipora_capitata_HIv3___RNAseq.g47282.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___TS.g44707.t1,0,0,0,0,0,13,11,0
Montipora_capitata_HIv3___RNAseq.g8102.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g4204.t1,0,9,0,5,11,575,2086,0
Montipora_capitata_HIv3___RNAseq.g16851.t1,0,0,0,6,15,5,11,0
STRG.144,2563,3667,2024,8302,7871,4379,3460,3645
Montipora_capitata_HIv3___RNAseq.g8489.t1,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g42457.t1,0,0,12,0,0,13,6,0
Montipora_capitata_HIv3___RNAseq.g6069.t1,0,0,0,0,3,19,7,0
STRG.18763,12,11,14,28,33,75,80,20
Montipora_capitata_HIv3___RNAseq.g6073.t1,0,0,0,0,21,20,35,0
Montipora_capitata_HIv3___TS.g49778.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g888.t1,0,0,0,1,0,0,75,0
Montipora_capitata_HIv3___TS.g6748.t1,0,0,9,19,16,10,16,0
Montipora_capitata_HIv3___RNAseq.g4700.t1,0,9,9,0,0,122,161,44
Montipora_capitata_HIv3___RNAseq.g32024.t1,0,0,0,0,0,0,8,0
Montipora_capitata_HIv3___RNAseq.g43693.t1,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45142.t1,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g38351.t1,0,0,4,4,5,24,22,6
Montipora_capitata_HIv3___RNAseq.g15102.t1,0,15,6,26,15,190,50,7
STRG.396,3,0,10,24,26,292,180,0
Montipora_capitata_HIv3___RNAseq.g42472.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28925.t1,0,5,4,5,10,7,3,0
Montipora_capitata_HIv3___RNAseq.g18095.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___TS.g19607.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21046.t1,0,0,0,0,0,0,0,0
STRG.7677,1099,2149,492,602,624,1028,791,1528
Montipora_capitata_HIv3___RNAseq.g4702.t1,0,0,0,0,14,21,21,6
Montipora_capitata_HIv3___RNAseq.g21925.t1,0,0,1,0,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g49397.t1,0,589,954,1005,1011,320,82,0
Montipora_capitata_HIv3___RNAseq.g23378.t1,0,0,3,11,3,13,1,0
Montipora_capitata_HIv3___RNAseq.g47393.t1,0,138,591,309,436,234,169,0
Montipora_capitata_HIv3___RNAseq.g49721.t1,0,0,0,0,2,0,5,0
Montipora_capitata_HIv3___TS.g8901.t1,0,2,0,0,0,9,0,3
Montipora_capitata_HIv3___RNAseq.g20679.t1,0,0,6,0,4,0,0,0
Montipora_capitata_HIv3___TS.g23639.t1,0,1,1,3,1,8,11,3
Montipora_capitata_HIv3___TS.g16386.t1,0,0,4,0,0,0,6,0
Montipora_capitata_HIv3___RNAseq.g42455.t1,0,0,0,3,1,5,0,0
Montipora_capitata_HIv3___TS.g8922.t1,0,1,6,0,2,3,1,0
Montipora_capitata_HIv3___RNAseq.g2369.t1,0,1,6,2,9,3,9,0
Montipora_capitata_HIv3___RNAseq.g9519.t1,0,0,0,14,0,3,5,0
Montipora_capitata_HIv3___RNAseq.g42487.t1,0,0,0,3,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g17436.t1,0,1,1,0,1,7,12,0
Montipora_capitata_HIv3___TS.g13506.t1,0,0,0,6,0,36,21,0
Montipora_capitata_HIv3___RNAseq.g33579.t1,0,0,9,0,4,3,3,0
Montipora_capitata_HIv3___RNAseq.g48319.t1,0,0,21,0,0,26,8,0
Montipora_capitata_HIv3___RNAseq.g45854.t1,0,0,0,0,0,8,1,0
Montipora_capitata_HIv3___RNAseq.g32424.t1,0,0,0,9,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31722.t1,0,0,4,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22572.t1,0,0,0,7,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5229.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g15390.t1,0,3,1,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38353.t1,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g3979.t1,0,0,0,0,0,3,1,0
Montipora_capitata_HIv3___RNAseq.g18212.t1,0,0,11,31,0,0,6,2
STRG.13358,2927,7652,4433,5041,4342,3454,3772,5505
Montipora_capitata_HIv3___RNAseq.g2993.t1,0,0,0,9,0,5,5,0
Montipora_capitata_HIv3___RNAseq.g7885.t1,0,3,6,3,0,5,0,5
Montipora_capitata_HIv3___TS.g3106.t1,0,0,0,0,0,9,0,0
Montipora_capitata_HIv3___RNAseq.g16958.t1,0,3,0,36,13,28,36,0
Montipora_capitata_HIv3___RNAseq.g20419.t1,0,0,0,4,0,0,0,0
Montipora_capitata_HIv3___TS.g9523.t1,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___TS.g41123.t1,0,26,518,799,819,439,312,7
Montipora_capitata_HIv3___RNAseq.g49651.t1,0,12,0,5,5,0,7,4
Montipora_capitata_HIv3___TS.g23676.t1,0,3,0,19,24,29,19,3
Montipora_capitata_HIv3___RNAseq.g3583.t1,0,0,1,1,0,5,6,0
Montipora_capitata_HIv3___TS.g22444.t1,0,0,0,0,0,4,5,0
Montipora_capitata_HIv3___RNAseq.g886.t1,0,3,3,0,3,2,0,0
Montipora_capitata_HIv3___RNAseq.g43890.t1,0,0,7,6,5,2,3,3
Montipora_capitata_HIv3___RNAseq.g34378.t1,0,1,4,21,39,26,27,1
STRG.9541,4464,13021,12241,51932,41649,11712,5454,7458
Montipora_capitata_HIv3___RNAseq.g77.t2,0,0,0,0,0,0,2,0
STRG.9543,22,15,30,7,31,7,12,34
STRG.9542,23,43,32,3,0,0,3,22
STRG.9545,4465,14306,10920,14106,12223,3671,3686,8866
STRG.9544,18,42,23,13,14,0,9,22
STRG.9547,5,9,4,72,26,56,40,16
STRG.5649,339,609,148,308,443,431,460,550
STRG.9549,1380,5641,2671,3721,3086,1297,1163,4607
Montipora_capitata_HIv3___RNAseq.g2371.t1,0,0,0,0,0,0,0,0
STRG.5644,149,396,242,69,51,37,23,275
STRG.5645,71,29,56,1870,2817,3733,4407,78
STRG.5642,3,0,0,0,0,0,0,0
STRG.5643,3,26,15,0,5,0,19,11
STRG.5640,433,611,182,2528,2563,1294,647,710
Montipora_capitata_HIv3___RNAseq.g18768.t1,0,1,0,0,1,2,2,0
Montipora_capitata_HIv3___TS.g19360.t1,0,44,73,57,37,6,0,0
Montipora_capitata_HIv3___RNAseq.g48489.t1,0,4,0,4,0,13,12,0
Montipora_capitata_HIv3___RNAseq.g27367.t1,0,0,0,3,13,0,0,3
Montipora_capitata_HIv3___RNAseq.g1161.t1,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g8324.t1,0,2,6,19,27,12,14,0
Montipora_capitata_HIv3___RNAseq.g7060.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20430.t1,0,0,0,0,0,1,2,0
Montipora_capitata_HIv3___RNAseq.g32426.t1,0,0,6,2,1,5,6,0
Montipora_capitata_HIv3___RNAseq.g9046.t1,0,0,0,6,0,3,0,0
Montipora_capitata_HIv3___TS.g19446.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45868.t1,0,0,13,0,0,7,8,0
STRG.9097,2082,3265,1539,1650,1844,836,606,3527
STRG.9096,314,624,65,192,100,53,78,477
STRG.9095,143,198,21,55,28,11,14,230
STRG.9094,1246,2798,2209,8134,7369,3937,2567,1862
Montipora_capitata_HIv3___RNAseq.g40152.t1,0,0,0,3,0,0,6,8
STRG.9092,389,269,135,2454,3208,4519,3387,667
STRG.9091,430,1304,2014,9296,8862,5466,3543,671
STRG.9090,281,852,484,1339,1275,805,350,595
Montipora_capitata_HIv3___TS.g2145.t1,0,0,9,0,8,37,62,0
STRG.18818,645,901,549,175,128,19,3,1076
STRG.9099,1776,3584,1107,3354,3662,2844,1766,3356
Montipora_capitata_HIv3___RNAseq.g42970.t1,0,0,6,10,16,9,8,0
STRG.10101,4607,12159,7621,2961,2001,1529,1358,8510
Montipora_capitata_HIv3___RNAseq.g44415.t1,0,0,1,0,6,6,0,0
Montipora_capitata_HIv3___RNAseq.g4401.t1,0,2,10,24,22,1,4,1
Montipora_capitata_HIv3___TS.g43800.t1,0,8,21,31,83,168,79,6
Montipora_capitata_HIv3___RNAseq.g48104.t1,0,0,0,1,6,6,4,0
Montipora_capitata_HIv3___RNAseq.g38710.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g6623.t2,0,0,0,13,3,0,3,0
Montipora_capitata_HIv3___RNAseq.g37626.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g12526.t1b,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g31189.t1,0,4,2,12,26,27,69,0
