gene_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
Montipora_capitata_HIv3___RNAseq.g24358.t1,0,0,0,0,7,0,0,0
STRG.18557,5,24,256,1164,836,367,99,5
Montipora_capitata_HIv3___TS.g22200.t1,0,7,13,10,16,11,11,0
Montipora_capitata_HIv3___RNAseq.g16571.t1,0,0,0,3,9,9,0,0
Montipora_capitata_HIv3___RNAseq.g28197.t1,0,0,0,0,0,0,99,0
Montipora_capitata_HIv3___RNAseq.g13298.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27907.t1,0,0,0,2,1,1,0,0
STRG.6105,23,64,33,109,128,122,68,25
Montipora_capitata_HIv3___RNAseq.g16252.t1,0,0,0,0,1,3,0,0
Montipora_capitata_HIv3___RNAseq.g20979.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26593.t1,0,5,25,672,1094,1084,714,0
STRG.3286,92,468,156,943,1357,2707,612,369
Montipora_capitata_HIv3___RNAseq.g39866.t1,0,0,2,2,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g25497.t1,0,13,12,3,10,21,22,13
Montipora_capitata_HIv3___RNAseq.g36018.t1,0,0,0,2,5,12,4,0
Montipora_capitata_HIv3___TS.g1953.t1,0,0,0,15,28,28,20,0
STRG.6427,252,838,669,1392,1378,978,646,783
Montipora_capitata_HIv3___RNAseq.g32755.t1,0,0,1,0,4,0,0,0
STRG.6425,400,762,283,894,884,739,689,633
STRG.6424,41,76,39,62,107,36,69,79
STRG.6423,4,0,0,0,3,0,2,0
STRG.6422,5,60,361,1632,2028,1163,946,21
STRG.6421,154,308,59,99,203,338,223,247
STRG.6420,1564,5080,2660,8334,11040,11170,8568,3694
STRG.6103,906,2759,771,200,253,574,470,1805
Montipora_capitata_HIv3___TS.g1374.t1,0,3,4,0,5,4,11,0
STRG.6429,1329,4455,3361,9076,8555,6271,3538,3718
STRG.6428,8,22,98,94,185,151,157,15
STRG.2337,2,4,11,19,34,109,95,7
STRG.2336,2,0,10,9,19,38,80,10
STRG.3287,145,162,129,483,634,467,359,253
STRG.2334,292,651,211,1153,1254,1113,616,506
Montipora_capitata_HIv3___RNAseq.g18068.t1,0,12,28,21,32,20,10,3
STRG.2332,26,113,80,42,41,116,142,66
STRG.2331,31,76,22,67,198,340,299,79
STRG.11818,1009,1526,1052,4267,5636,2446,1170,1578
Montipora_capitata_HIv3___RNAseq.g33293.t1,0,0,0,0,0,3,0,0
STRG.2339,293,849,588,855,1132,1473,940,578
STRG.2338,525,2165,3215,8142,7937,4027,3551,1610
Montipora_capitata_HIv3___RNAseq.g18689.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g16672.t1,0,11,18,14,24,31,21,4
Montipora_capitata_HIv3___RNAseq.g11046.t1,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g38441.t1,0,0,0,0,0,0,1,4
Montipora_capitata_HIv3___RNAseq.g9702.t1,0,0,0,5,7,12,0,0
STRG.12108,122,274,258,321,533,757,1209,178
STRG.12109,316,1215,391,317,208,164,137,854
Montipora_capitata_HIv3___RNAseq.g48411.t1,0,0,0,6,3,5,3,0
STRG.12102,6,0,6,0,0,21,32,0
STRG.12103,41,184,61,0,3,0,13,128
STRG.12100,1377,3589,1818,773,806,669,492,4378
STRG.12101,6,3,7,7,7,13,3,1
STRG.12106,24,206,112,173,106,44,46,149
STRG.12107,408,1534,587,1580,1329,615,511,1205
Montipora_capitata_HIv3___RNAseq.g38165.t1,0,0,0,0,5,10,9,0
Montipora_capitata_HIv3___RNAseq.g12069.t1a,0,5,3,22,32,28,10,2
STRG.11811,107,377,113,366,335,394,232,239
Montipora_capitata_HIv3___RNAseq.g23204.t1a,0,3,0,14,19,4,10,0
Montipora_capitata_HIv3___TS.g41338.t1,0,0,3,3,0,0,13,0
Montipora_capitata_HIv3___RNAseq.g38242.t1,0,0,7,90,58,73,54,9
STRG.17169,7,12,4,0,0,10,0,16
STRG.17168,3,29,14,6,15,9,5,8
STRG.17167,2,3,899,1244,1105,63,135,7
STRG.17166,23,19,8,0,3,5,0,23
STRG.17165,47,282,152,312,244,172,158,93
STRG.17164,757,2817,1854,2652,1720,1385,1289,1816
STRG.17163,13,21,8,71,101,80,101,21
STRG.17162,25,94,72,67,74,21,0,37
STRG.17161,223,510,169,406,436,493,610,548
STRG.17160,1,4,0,1,5,4,4,1
Montipora_capitata_HIv3___RNAseq.g16402.t1b,0,21,6,0,0,7,0,0
Montipora_capitata_HIv3___RNAseq.g16402.t1a,0,0,0,0,0,20,0,0
STRG.11812,5204,9464,6005,13687,11586,7170,5004,9119
Montipora_capitata_HIv3___RNAseq.g1034.t1,0,0,0,0,0,0,0,10
Montipora_capitata_HIv3___RNAseq.g35873.t1,0,0,0,0,0,15,4,4
Montipora_capitata_HIv3___RNAseq.g21517.t1,0,0,0,1,3,5,5,0
Montipora_capitata_HIv3___RNAseq.g21097.t1,0,0,0,17,27,24,28,0
Montipora_capitata_HIv3___TS.g38990.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___TS.g19020.t1,0,0,28,4,0,15,0,0
STRG.11194,11,27,22,195,256,260,131,22
Montipora_capitata_HIv3___RNAseq.g7621.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g24357.t1,0,0,0,6,0,0,0,0
STRG.11816,394,1148,433,794,969,674,611,894
Montipora_capitata_HIv3___RNAseq.g42460.t1,0,0,0,2,0,8,15,0
Montipora_capitata_HIv3___RNAseq.g3895.t1,0,0,0,4,5,0,1,1
Montipora_capitata_HIv3___RNAseq.g30962.t1,0,0,0,0,0,0,9,0
Montipora_capitata_HIv3___RNAseq.g11361.t1,0,0,0,0,0,0,9,0
Montipora_capitata_HIv3___RNAseq.g36492.t1,0,2,0,0,1,0,0,4
Montipora_capitata_HIv3___RNAseq.g3512.t1,0,0,2,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g33822.t1,0,1,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31182.t1,0,2,5,4,6,9,0,1
Montipora_capitata_HIv3___TS.g48810.t1,0,14,0,0,0,9,0,33
Montipora_capitata_HIv3___RNAseq.38905_t,0,3,11,24,9,3,3,0
Montipora_capitata_HIv3___RNAseq.g43627.t1,0,0,9,34,82,93,127,6
Montipora_capitata_HIv3___RNAseq.g50190.t1,0,44,12,70,62,25,15,12
Montipora_capitata_HIv3___TS.g17423.t1a,0,5,5,28,32,14,8,2
Montipora_capitata_HIv3___TS.g17423.t1b,0,0,0,41,7,70,25,0
Montipora_capitata_HIv3___RNAseq.g35793.t1,0,0,0,7,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g8194.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g12532.t1,0,0,1,7,9,13,25,0
Montipora_capitata_HIv3___RNAseq.g4478.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___TS.g20873.t1,0,0,0,3,3,0,8,0
STRG.5819,2137,5026,1921,1592,1698,1334,1136,5269
STRG.5818,2781,8322,3522,2057,1847,858,435,6607
Montipora_capitata_HIv3___RNAseq.33465_t,0,3,10,2,3,2,1,0
STRG.5813,900,1950,992,1644,1513,908,647,1861
STRG.5812,98,195,30,0,31,67,92,246
STRG.5811,18,12,51,101,84,155,376,26
Montipora_capitata_HIv3___RNAseq.g35309.t1,0,0,4,12,12,13,8,0
STRG.5817,154,459,1832,9923,11217,2256,3424,383
STRG.5816,50,186,157,512,382,188,40,161
STRG.5815,323,471,204,808,676,751,363,838
STRG.5814,136,428,2080,10063,10160,5950,4672,351
Montipora_capitata_HIv3___RNAseq.g39128.t1,0,0,1,5,7,6,6,0
Montipora_capitata_HIv3___RNAseq.g49092.t1,0,0,4,0,6,0,2,0
Montipora_capitata_HIv3___RNAseq.g15086.t1,0,0,7,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21366.t1,0,0,0,8,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g35871.t1,0,3,0,0,0,3,2,0
Montipora_capitata_HIv3___RNAseq.g1036.t1,0,14,34,33,31,23,16,2
Montipora_capitata_HIv3___RNAseq.g41404.t1,0,7,12,38,19,19,8,8
Montipora_capitata_HIv3___RNAseq.g37516.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27383.t1,0,0,13,0,3,28,4,0
STRG.18369,3,2,0,0,1,1,3,0
Montipora_capitata_HIv3___RNAseq.g43215.t1,0,2,7,34,35,26,10,0
Montipora_capitata_HIv3___RNAseq.g17752.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g16839.t1,0,0,0,0,8,18,0,0
Montipora_capitata_HIv3___TS.g16874.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1848.t1,0,3,0,0,2,1,2,0
STRG.18360,2,3,9,0,0,0,2,0
STRG.18361,57,201,126,151,61,90,121,121
STRG.18362,198,202,86,284,48,208,188,335
STRG.18363,34,41,6,7,0,8,4,175
STRG.18364,4,9,27,9,38,43,54,0
STRG.18365,11,8,3,6,2,1,2,61
STRG.18366,2,2,0,0,0,0,0,0
STRG.18367,12,8,1,8,0,0,0,7
Montipora_capitata_HIv3___RNAseq.g16689.t1,0,0,1,3,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g30708.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39254.t1,0,0,0,0,1,7,140,3
Montipora_capitata_HIv3___RNAseq.g25512.t1,0,0,0,0,4,13,22,0
STRG.15038,78,175,126,193,289,668,881,214
Montipora_capitata_HIv3___RNAseq.g39132.t1,0,0,0,3,2,1,1,0
STRG.16483,21,78,38,50,65,75,35,42
STRG.16482,808,3178,2197,7660,6570,3264,1591,2315
Montipora_capitata_HIv3___RNAseq.g159.t1,0,0,0,0,3,0,0,0
STRG.16480,321,1029,1231,2860,2255,2087,1817,920
STRG.16487,752,1063,288,158,197,100,161,995
STRG.16486,2261,4766,1122,2059,1746,1625,1213,3900
Montipora_capitata_HIv3___RNAseq.g30015.t1a,0,0,0,0,3,6,0,0
STRG.13476,2272,3187,1807,4105,3668,1932,983,3343
STRG.13479,400,1478,804,2528,3040,1737,1242,1286
STRG.13478,3276,5224,693,36,84,157,207,5808
STRG.16489,772,1947,2206,14564,14200,10756,6972,1764
STRG.16488,271,743,384,259,463,498,392,427
Montipora_capitata_HIv3___RNAseq.g36040.t1,0,0,0,3,10,16,13,0
STRG.3882,754,1788,2419,2373,2047,1059,611,1170
STRG.3883,319,1196,904,1039,963,484,393,983
STRG.3880,6,15,12,170,165,328,404,10
STRG.3881,23,102,102,404,519,675,287,70
STRG.3886,409,780,411,754,1311,1146,1027,644
STRG.3887,9,8,194,2285,2807,2255,1696,0
STRG.3884,102,346,402,1654,1494,1050,627,256
STRG.3885,231,983,804,2886,2781,1579,877,583
STRG.3888,382,1126,473,902,1014,676,316,713
STRG.3889,461,716,340,396,309,318,201,344
Montipora_capitata_HIv3___RNAseq.g27636.t1,0,0,1,2,1,13,6,0
Montipora_capitata_HIv3___RNAseq.g44422.t1,0,2,0,7,8,9,13,0
Montipora_capitata_HIv3___RNAseq.g35791.t1,0,3,0,0,0,4,0,0
STRG.15034,854,1107,715,558,553,259,163,1314
Montipora_capitata_HIv3___RNAseq.g41272.t1,0,5,5,20,34,39,36,3
Montipora_capitata_HIv3___RNAseq.g1547.t1,0,0,0,5,3,8,6,0
STRG.15341,26,16,49,324,425,210,148,45
Montipora_capitata_HIv3___RNAseq.g25129.t1,0,0,0,1,0,2,0,0
Montipora_capitata_HIv3___RNAseq.36019_t,0,0,2,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g21188.t1,0,0,0,0,4,0,18,0
Montipora_capitata_HIv3___RNAseq.g20967.t1,0,4,2,1,5,23,1,0
Montipora_capitata_HIv3___RNAseq.g37514.t1,0,20,222,189,257,246,146,0
Montipora_capitata_HIv3___TS.g18177.t1,0,2,6,10,16,11,9,2
Montipora_capitata_HIv3___RNAseq.g10098.t1,0,4,10,0,8,14,15,0
Montipora_capitata_HIv3___RNAseq.g21031.t1,0,0,0,0,0,6,22,0
Montipora_capitata_HIv3___RNAseq.g3907.t1,0,3,1,2,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g14021.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g42035.t1,0,0,0,1,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g47576.t1,0,0,0,0,6,8,14,0
Montipora_capitata_HIv3___TS.g47528.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g29914.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4054.t1,0,0,1,5,7,4,10,0
Montipora_capitata_HIv3___RNAseq.g17638.t1,0,0,0,4,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g25966.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g39130.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29301.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26302.t1,0,0,0,0,2,0,2,0
Montipora_capitata_HIv3___RNAseq.g23785.t4,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___TS.g25539.t1,0,32,14,13,0,0,3,31
Montipora_capitata_HIv3___RNAseq.g32445.t1,0,0,0,5,17,12,15,2
Montipora_capitata_HIv3___RNAseq.g17906.t1,0,0,0,0,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g42037.t1,0,0,0,0,0,0,0,0
STRG.19011,1,0,5,15,33,30,31,4
Montipora_capitata_HIv3___RNAseq.g3651.t1,0,0,0,0,2,0,0,0
STRG.19013,5,9,41,254,297,300,368,31
STRG.19012,10,9,23,224,312,274,305,32
STRG.19015,1,1,4,8,2,6,7,5
STRG.19014,5,4,27,130,158,145,180,12
STRG.19017,1,0,5,15,33,28,33,3
STRG.19016,1,4,2,3,2,4,4,5
Montipora_capitata_HIv3___RNAseq.g27634.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3756.t1,0,9,3,15,21,17,16,4
Montipora_capitata_HIv3___RNAseq.g31855.t1,0,0,0,0,3,4,4,0
Montipora_capitata_HIv3___RNAseq.26252_t,0,0,0,7,0,0,113,0
Montipora_capitata_HIv3___TS.g34781.t1,0,0,0,6,9,6,6,0
Montipora_capitata_HIv3___RNAseq.g28157.t1,0,7,0,2,0,1,2,0
Montipora_capitata_HIv3___RNAseq.g296.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19981.t1,0,0,0,2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21799.t1,0,5,0,32,55,103,32,4
Montipora_capitata_HIv3___TS.g41464.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g28719.t1,0,0,0,8,6,0,11,0
Montipora_capitata_HIv3___RNAseq.g35686.t1,0,0,17,4,4,18,19,0
Montipora_capitata_HIv3___RNAseq.g20707.t1,0,0,0,17,5,0,0,3
Montipora_capitata_HIv3___TS.g49414.t1,0,0,0,5,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g3566.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___TS.g11811.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42419.t1,0,0,2,0,5,9,6,3
Montipora_capitata_HIv3___RNAseq.g44417.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g9087.t1,0,0,0,0,0,5,0,0
STRG.17210,1013,5612,6810,16858,12902,5221,2881,4531
Montipora_capitata_HIv3___RNAseq.g29916.t1,0,7,0,27,47,24,39,0
Montipora_capitata_HIv3___TS.g31657.t1,0,0,2,0,8,5,0,0
Montipora_capitata_HIv3___RNAseq.g25968.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37918.t1,0,54,31,54,78,90,67,11
Montipora_capitata_HIv3___TS.g35253.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___TS.g35276.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g477.t1,0,2,3,2,5,7,7,0
Montipora_capitata_HIv3___RNAseq.g3792.t1,0,4,3,6,21,31,14,0
Montipora_capitata_HIv3___TS.g34783.t1,0,0,0,0,0,3,1,0
Montipora_capitata_HIv3___RNAseq.g15301.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g31857.t1,0,0,0,9,26,8,21,2
Montipora_capitata_HIv3___TS.g15673.t1,0,0,0,0,7,0,3,0
Montipora_capitata_HIv3___TS.g41359.t1,0,0,5,6,3,4,7,2
Montipora_capitata_HIv3___RNAseq.g6308.t1,0,0,0,3,3,5,0,0
Montipora_capitata_HIv3___RNAseq.g31645.t1,0,2,9,22,32,14,8,0
Montipora_capitata_HIv3___RNAseq.g2232.t1,0,0,0,3,0,7,8,0
Montipora_capitata_HIv3___RNAseq.g45329.t1,0,0,0,23,50,466,410,0
Montipora_capitata_HIv3___TS.g13176.t1,0,0,0,5,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14827.t1,0,4,0,5,12,4,0,0
Montipora_capitata_HIv3___TS.g43664.t1,0,0,1,0,18,15,10,0
Montipora_capitata_HIv3___RNAseq.g7700.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43619.t1,0,0,4,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g988.t1,0,0,0,0,1,11,0,0
Montipora_capitata_HIv3___RNAseq.g23636.t1,0,0,0,0,0,1,0,0
STRG.7858,73,221,176,272,240,253,54,111
Montipora_capitata_HIv3___RNAseq.g7544.t1,0,0,2,5,1,5,9,2
Montipora_capitata_HIv3___RNAseq.g20879.t1,0,0,0,0,0,10,20,4
Montipora_capitata_HIv3___TS.g38799.t1,0,0,0,62,80,64,35,0
Montipora_capitata_HIv3___RNAseq.g5776.t1,0,0,0,10,6,5,4,0
STRG.1596,151,481,143,630,642,516,197,294
Montipora_capitata_HIv3___RNAseq.g33438.t1,0,3,0,0,2,8,0,0
Montipora_capitata_HIv3___RNAseq.g50711.t1,0,0,0,8,20,0,2,0
Montipora_capitata_HIv3___RNAseq.g25792.t1,0,0,2,8,3,3,0,0
Montipora_capitata_HIv3___RNAseq.g5176.t1,0,2,8,13,15,20,15,0
STRG.13971,45,336,329,2116,2438,1315,1163,217
Montipora_capitata_HIv3___RNAseq.g48700.t1,0,0,0,5,0,0,0,0
Montipora_capitata_HIv3___TS.g6153.t1,0,0,0,0,8,12,11,1
Montipora_capitata_HIv3___RNAseq.g26317.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42701.t1,0,0,0,0,0,0,0,0
STRG.1909,151,308,70,166,141,239,205,323
STRG.1908,39,70,85,411,370,111,203,90
Montipora_capitata_HIv3___RNAseq.g32727.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17786.t1,0,0,0,0,1,0,0,0
Montipora_capitata_HIv3___TS.g18819.t1,0,1,3,2,8,2,0,0
STRG.1901,622,1251,483,428,181,24,41,1080
Montipora_capitata_HIv3___RNAseq.g26894.t1,0,0,0,0,4,0,0,0
STRG.1903,1144,2632,1542,6651,6545,3831,2290,2058
Montipora_capitata_HIv3___RNAseq.g21919.t1,0,6,21,14,19,0,4,0
STRG.1905,5,42,11,0,0,4,0,9
STRG.1904,1925,3980,959,3852,3555,2342,2004,3681
Montipora_capitata_HIv3___RNAseq.g45824.t1,0,0,2,0,0,7,0,0
STRG.1906,236,628,248,473,744,781,792,524
Montipora_capitata_HIv3___TS.g110.t1,0,3,0,0,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g19695.t1,0,4,82,102,79,132,70,4
Montipora_capitata_HIv3___RNAseq.g31545.t1,0,0,0,5,0,0,0,0
STRG.13874,42,98,45,502,557,563,475,75
Montipora_capitata_HIv3___TS.g23552.t1,0,0,0,12,5,6,0,0
Montipora_capitata_HIv3___RNAseq.g18477.t1,0,5,19,11,7,12,0,0
Montipora_capitata_HIv3___TS.g30647.t1,0,0,0,2,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g19227.t1,0,47,150,222,261,335,125,2
Montipora_capitata_HIv3___RNAseq.g49153.t1,0,0,0,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2230.t1,0,0,0,0,3,0,9,0
Montipora_capitata_HIv3___RNAseq.g31647.t1,0,0,0,0,1,0,0,0
STRG.7438,29,42,48,77,186,132,226,51
STRG.7437,812,1314,199,1513,2062,2203,1979,1341
Montipora_capitata_HIv3___TS.g20565.t1,0,0,0,0,0,0,0,0
STRG.7435,21,45,127,598,668,491,1047,44
STRG.7434,1027,2389,1019,1625,1538,921,713,1771
STRG.7433,191,318,258,575,730,729,1244,361
Montipora_capitata_HIv3___RNAseq.g19749.t1,0,0,0,1,0,0,0,0
STRG.7431,105,147,106,197,165,216,239,191
STRG.7430,114,174,97,97,214,122,479,269
Montipora_capitata_HIv3___RNAseq.g20908.t1,0,3,0,0,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g35882.t1,0,0,0,3,0,3,4,3
Montipora_capitata_HIv3___RNAseq.g9881.t1,0,0,5,15,3,0,12,0
Montipora_capitata_HIv3___RNAseq.g47795.t1,0,1,3,3,3,1,3,0
Montipora_capitata_HIv3___RNAseq.g35563.t1,0,11,3,7,7,13,10,0
Montipora_capitata_HIv3___TS.g12805.t1,0,0,0,5,5,12,16,4
Montipora_capitata_HIv3___RNAseq.g2029.t1,0,0,0,5,5,6,3,0
Montipora_capitata_HIv3___RNAseq.g14023.t1,0,0,0,0,0,0,0,0
STRG.13878,225,293,75,229,359,331,73,498
Montipora_capitata_HIv3___TS.g11594.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48702.t1,0,0,0,1,1,0,2,0
Montipora_capitata_HIv3___TS.g16900.t1,0,0,9,9,8,4,4,0
Montipora_capitata_HIv3___RNAseq.g26315.t1,0,0,3,28,12,30,9,0
Montipora_capitata_HIv3___RNAseq.g31262.t1,0,7,0,0,5,20,28,0
Montipora_capitata_HIv3___RNAseq.g11532.t1,0,5,95,69,81,46,47,0
Montipora_capitata_HIv3___RNAseq.g39075.t1,0,0,0,1,22,23,34,0
STRG.8876,229,352,154,373,313,127,61,365
Montipora_capitata_HIv3___RNAseq.g13701.t1,0,0,0,11,3,0,5,3
Montipora_capitata_HIv3___RNAseq.g3526.t1,0,0,0,7,4,0,4,0
Montipora_capitata_HIv3___RNAseq.g31016.t1,0,0,0,0,0,7,1,0
Montipora_capitata_HIv3___RNAseq.g8988.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2969.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g30405.t1,0,0,0,0,2,4,0,0
Montipora_capitata_HIv3___RNAseq.g49156.t1,0,0,0,0,0,6,9,0
STRG.10788,27,35,31,87,169,353,420,46
Montipora_capitata_HIv3___RNAseq.g19764.t1,0,0,7,1,0,4,127,0
STRG.1590,192,592,183,214,348,273,215,294
Montipora_capitata_HIv3___TS.g11596.t1,0,0,0,7,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g36606.t1,0,0,0,6,8,0,0,0
Montipora_capitata_HIv3___RNAseq.g9097.t1,0,0,7,24,25,118,1188,0
STRG.10786,12,28,54,50,55,21,20,18
Montipora_capitata_HIv3___RNAseq.g32510.t1b,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49964.t1,0,0,16,126,115,382,222,0
Montipora_capitata_HIv3___RNAseq.g13760.t1,0,0,0,19,13,9,9,0
Montipora_capitata_HIv3___RNAseq.g3924.t1,0,0,6,0,0,0,0,0
STRG.4016,110,311,115,242,373,521,366,245
Montipora_capitata_HIv3___TS.g45545.t1,0,0,0,2,0,5,7,2
Montipora_capitata_HIv3___RNAseq.g33609.t1,0,0,0,2,1,0,3,0
Montipora_capitata_HIv3___RNAseq.g13703.t1,0,0,0,4,0,12,14,0
Montipora_capitata_HIv3___RNAseq.g31238.t1,0,0,1,2,1,0,0,3
Montipora_capitata_HIv3___RNAseq.g17904.t1,0,4,0,0,0,10,0,0
Montipora_capitata_HIv3___RNAseq.g29553.t1,0,2,36,20,51,47,12,0
Montipora_capitata_HIv3___RNAseq.g31568.t1,0,0,0,6,6,19,27,0
Montipora_capitata_HIv3___TS.g19124.t1,0,0,0,0,0,36,0,0
Montipora_capitata_HIv3___RNAseq.g31260.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g23573.t1,0,0,12,2,22,10,0,0
Montipora_capitata_HIv3___RNAseq.g50392.t1,0,2,32,9,12,11,10,0
Montipora_capitata_HIv3___RNAseq.g17689.t1,0,0,0,0,1,3,3,0
STRG.9426,5,2,10,0,0,0,6,8
Montipora_capitata_HIv3___RNAseq.g29147.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g13949.t1,0,3,8,9,18,19,8,0
Montipora_capitata_HIv3___RNAseq.g45638.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g43671.t1,0,0,3,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g22558.t1,0,0,0,0,1,0,0,0
Montipora_capitata_HIv3___TS.g25385.t1,0,4,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47524.t1,0,0,6,112,117,126,78,2
STRG.12876,35,27,11,32,84,145,125,45
Montipora_capitata_HIv3___RNAseq.g32019.t1,0,0,1,1,1,1,0,0
Montipora_capitata_HIv3___RNAseq.g22386.t1,0,0,0,14,9,0,0,0
Montipora_capitata_HIv3___RNAseq.g22877.t1,0,3,5,21,26,21,14,6
Montipora_capitata_HIv3___RNAseq.g1629.t1,0,0,0,7,4,13,6,0
STRG.13835,2468,6438,2869,3929,3154,1484,967,6276
STRG.5232,15,24,63,243,342,413,333,7
Montipora_capitata_HIv3___RNAseq.g10539.t1,0,0,0,1,0,0,4,2
Montipora_capitata_HIv3___RNAseq.g3843.t1,0,0,4,0,0,0,0,0
STRG.8114,253,495,82,102,173,365,364,397
Montipora_capitata_HIv3___RNAseq.g30074.t1,0,0,208,184,108,75,66,0
Montipora_capitata_HIv3___RNAseq.g7729.t1,0,0,0,0,2,2,0,0
Montipora_capitata_HIv3___RNAseq.g17865.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1648.t1,0,0,0,0,0,0,3,5
Montipora_capitata_HIv3___RNAseq.g49615.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___TS.g10907.t1,0,0,0,2,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g16822.t1,0,0,0,0,2,0,5,3
STRG.1452,543,1893,495,1088,1033,377,178,1183
Montipora_capitata_HIv3___RNAseq.g22969.t1,0,4716,2977,2972,2165,211,105,7
Montipora_capitata_HIv3___RNAseq.g48422.t1,0,0,3,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g43128.t1,0,0,5,0,0,7,6,0
Montipora_capitata_HIv3___RNAseq.g40205.t1,0,5,5,22,28,34,25,0
Montipora_capitata_HIv3___RNAseq.g12915.t1,0,0,0,24,30,66,43,6
STRG.1450,25,160,891,8517,8243,3087,1250,63
Montipora_capitata_HIv3___RNAseq.g31605.t1,0,3,9,6,9,6,4,0
