transcript_id,SRR11452251.bam.gtf,SRR11452262.bam.gtf,SRR11452263.bam.gtf,SRR4048723.bam.gtf
Montipora_capitata_HIv3___TS.g37556.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40025.t2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16238.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1341.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20993.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26579.t1,87,34,70,117
Montipora_capitata_HIv3___TS.g35560.t1,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g38115.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27098.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42646.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7645.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37351.t1,11,0,8,10
Montipora_capitata_HIv3___RNAseq.g28640.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33942.t1,1643,1557,3127,1247
Montipora_capitata_HIv3___RNAseq.g321.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g36629.t1,2560,2976,4246,2554
Montipora_capitata_HIv3___RNAseq.g31904.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19196.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g34038.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5149.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14604.t1,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g38972.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15243.t1,51,9,0,41
Montipora_capitata_HIv3___TS.g17788.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48379.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19322.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37431.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41897.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32302.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32643.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10560.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45343.t1,593,348,630,364
Montipora_capitata_HIv3___RNAseq.g21054.t1,6800,5801,10617,3150
Montipora_capitata_HIv3___RNAseq.g41927.t1,57,73,63,36
Montipora_capitata_HIv3___RNAseq.28173_t,113,50,106,190
Montipora_capitata_HIv3___TS.g18865.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24037.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44832.t1,0,0,42,36
Montipora_capitata_HIv3___RNAseq.g6430.t1,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g3946.t1,39,43,70,53
Montipora_capitata_HIv3___RNAseq.g3886.t1,10,55,99,33
Montipora_capitata_HIv3___RNAseq.g6397.t1,1260,1670,1307,1603
Montipora_capitata_HIv3___RNAseq.g47399.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8829.t1,121,127,196,216
Montipora_capitata_HIv3___TS.g19796.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38469.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48309.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34950.t2,0,0,45,10
Montipora_capitata_HIv3___RNAseq.g43239.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27289.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20292.t1,20,31,51,36
Montipora_capitata_HIv3___RNAseq.g26999.t1,19,21,15,7
Montipora_capitata_HIv3___RNAseq.g24415.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.18925_t,120,25,122,100
Montipora_capitata_HIv3___RNAseq.g7647.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42700.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g20189.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g37811.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48654.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2399.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17038.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32227.t2,2880,2198,4685,2743
Montipora_capitata_HIv3___TS.g4191.t1,0,3,0,10
Montipora_capitata_HIv3___RNAseq.g21933.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21874.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43265.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g18090.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43777.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15241.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32463.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3780.t1,0,0,0,1
Montipora_capitata_HIv3___RNAseq.g37433.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8212.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43802.t1,0,0,0,2
Montipora_capitata_HIv3___TS.g48426.t1b,0,0,0,0
Montipora_capitata_HIv3___TS.g43463.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43641.t1,134,56,257,73
Montipora_capitata_HIv3___RNAseq.g23635.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26430.t1,0,11,0,3
Montipora_capitata_HIv3___RNAseq.g5782.t1,249,110,186,79
Montipora_capitata_HIv3___RNAseq.g90.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g6384.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g18021.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46079.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8264.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g14954.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g628.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7045.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7391.t1,0,0,9,0
Montipora_capitata_HIv3___RNAseq.g27434.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21280.t1,27,40,38,48
Montipora_capitata_HIv3___RNAseq.g18092.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43800.t1,293,115,277,129
Montipora_capitata_HIv3___RNAseq.g5709.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35817.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39858.t1,1322,761,1456,648
Montipora_capitata_HIv3___RNAseq.g37538.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33798.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46018.t1,0,7,0,6
Montipora_capitata_HIv3___TS.g4164.t2,76,19,85,47
Montipora_capitata_HIv3___TS.g5417.t1,373,89,634,160
Montipora_capitata_HIv3___RNAseq.g42482.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g29890.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17372.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39366.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g28892.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36542.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24844.t1,52,47,73,22
Montipora_capitata_HIv3___RNAseq.g43009.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36317.t2,1022,507,1046,638
Montipora_capitata_HIv3___TS.g20702.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34499.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16266.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39114.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4868.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36704.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g3787.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g22470.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g1786.t2,576,501,819,341
Montipora_capitata_HIv3___TS.g31035.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48760.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38825.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g16423.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8355.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38490.t1,0,0,16,6
Montipora_capitata_HIv3___RNAseq.g27618.t1,9761,8834,14114,7270
Montipora_capitata_HIv3___TS.g3368.t1b,0,0,0,25
Montipora_capitata_HIv3___RNAseq.g5780.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44600.t1,0,0,0,75
Montipora_capitata_HIv3___RNAseq.g799.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43643.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41254.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g18536.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g41764.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22862.t1,291,77,346,171
Montipora_capitata_HIv3___RNAseq.g31930.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9707.t1,0,0,12,0
Montipora_capitata_HIv3___RNAseq.g22886.t1,17,15,38,33
Montipora_capitata_HIv3___RNAseq.g23350.t1,184,113,183,132
Montipora_capitata_HIv3___RNAseq.g16241.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41256.t1c,13,56,48,12
Montipora_capitata_HIv3___TS.g44550.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39646.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7217.t1,0,0,13,14
Montipora_capitata_HIv3___RNAseq.g8350.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3921.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g891.t1b,0,0,8,0
Montipora_capitata_HIv3___RNAseq.g17474.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27874.t1,1017,1033,1969,980
Montipora_capitata_HIv3___RNAseq.g22707.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7351.t1,316,296,431,288
Montipora_capitata_HIv3___RNAseq.g25631.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21512.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49656.t1,0,24,5,5
Montipora_capitata_HIv3___RNAseq.g1039.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7845.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g891.t1a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17612.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g12338.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39116.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21155.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20184.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2550.t1,5,0,0,2
Montipora_capitata_HIv3___RNAseq.g13995.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g11810.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42956.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24456.t1,2018,1255,2444,1795
Montipora_capitata_HIv3___TS.g31810.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36677.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38337.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17276.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33504.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50334.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14687.t1,24,30,148,29
Montipora_capitata_HIv3___RNAseq.g42414.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19433.t1,1623,1023,2171,1808
Montipora_capitata_HIv3___RNAseq.g15081.t1,569,635,1481,834
Montipora_capitata_HIv3___RNAseq.g20648.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27478.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g42684.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9468.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31551.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47497.t1,1057,1012,1753,1822
Montipora_capitata_HIv3___TS.g7289.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g50632.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24454.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22884.t1,149,103,230,127
Montipora_capitata_HIv3___TS.g30683.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g227.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45708.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23352.t1,56,0,31,30
Montipora_capitata_HIv3___RNAseq.g25173.t1,107,53,83,40
Montipora_capitata_HIv3___RNAseq.g18699.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39213.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39394.t1,0,0,6,10
Montipora_capitata_HIv3___RNAseq.g20530.t1,904,606,1071,709
Montipora_capitata_HIv3___RNAseq.g4950.t1,68,61,69,61
Montipora_capitata_HIv3___RNAseq.g12245.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36397.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43200.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40889.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48696.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g8904.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2387.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30819.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g5110.t1,11817,8561,19039,9076
Montipora_capitata_HIv3___RNAseq.g25982.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13784.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34352.t1,11,4,17,0
Montipora_capitata_HIv3___TS.g40145.t1,0,12,28,51
Montipora_capitata_HIv3___RNAseq.g20532.t1,30,51,45,14
Montipora_capitata_HIv3___RNAseq.g25171.t1,665,951,941,582
Montipora_capitata_HIv3___TS.g24379.t1,22,0,36,20
Montipora_capitata_HIv3___RNAseq.g32442.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g551.t1,0,0,0,10
Montipora_capitata_HIv3___RNAseq.g12013.t1,318,286,759,173
Montipora_capitata_HIv3___TS.g25006.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11600.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50336.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g27288.t1d,0,0,0,0
Montipora_capitata_HIv3___TS.g29873.t1,468,251,485,537
Montipora_capitata_HIv3___RNAseq.g22260.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g27288.t1b,0,0,0,0
Montipora_capitata_HIv3___TS.g50107.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13786.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g28350.t1b,0,0,0,0
Montipora_capitata_HIv3___TS.g28350.t1a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1693.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g19284.t2,56,65,109,53
Montipora_capitata_HIv3___RNAseq.g17053.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7889.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g48300.t1a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43590.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13814.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22398.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3049.t1,0,22,4,0
Montipora_capitata_HIv3___RNAseq.g19503.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23610.t1,8726,5178,9513,4710
Montipora_capitata_HIv3___TS.g12829.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29119.t1,0,0,17,16
Montipora_capitata_HIv3___TS.g12479.t2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48694.t2,880,459,1314,239
Montipora_capitata_HIv3___TS.g35891.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40055.t1,101,61,140,80
Montipora_capitata_HIv3___RNAseq.g33147.t1,1973,1637,2531,1249
Montipora_capitata_HIv3___RNAseq.g4952.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g48797.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g12654.t1c,0,0,0,0
Montipora_capitata_HIv3___TS.g28140.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g12654.t1a,0,0,0,0
Montipora_capitata_HIv3___TS.g40192.t1,0,0,2,0
Montipora_capitata_HIv3___TS.g25234.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g12654.t1d,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43592.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45373.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9238.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35887.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g44559.t1,715,966,1393,635
Montipora_capitata_HIv3___RNAseq.g26331.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45559.t1,586,456,960,589
Montipora_capitata_HIv3___RNAseq.g4406.t1,0,0,8,0
Montipora_capitata_HIv3___RNAseq.g32440.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g553.t1,187,157,192,123
Montipora_capitata_HIv3___RNAseq.g9363.t2,23,91,126,65
Montipora_capitata_HIv3___RNAseq.g20572.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45842.t1,9,1,0,5
Montipora_capitata_HIv3___RNAseq.g24484.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40057.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g46731.t1,287,206,389,54
Montipora_capitata_HIv3___RNAseq.g28951.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g6719.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50094.t1,32,37,25,69
Montipora_capitata_HIv3___RNAseq.g44473.t1,341,302,357,539
Montipora_capitata_HIv3___RNAseq.g43338.t1,6476,3941,7224,6359
Montipora_capitata_HIv3___RNAseq.g50562.t1,0,0,0,6
Montipora_capitata_HIv3___TS.g40869.t1,0,0,0,5
Montipora_capitata_HIv3___RNAseq.g37291.t1,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g38776.t1,260,254,400,543
Montipora_capitata_HIv3___RNAseq.g8185.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39329.t1,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g39364.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48749.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g45113.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16109.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24297.t1,1409,953,2196,1570
Montipora_capitata_HIv3___TS.g30409.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46746.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37293.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1505.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19993.t1,121,57,159,33
Montipora_capitata_HIv3___TS.g45753.t2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28047.t1,4621,2694,5298,1893
Montipora_capitata_HIv3___RNAseq.g27876.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10049.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35885.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5633.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45371.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26333.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31244.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40384.t1,810,387,1609,201
Montipora_capitata_HIv3___RNAseq.g4872.t1,42,46,36,16
Montipora_capitata_HIv3___RNAseq.g38256.t1b,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38256.t1a,0,0,5,21
Montipora_capitata_HIv3___RNAseq.g6352.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16179.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g18713.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g13178.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g19975.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g48983.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g38423.t2b,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9107.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g38423.t2a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46461.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16604.t1,59,54,64,60
Montipora_capitata_HIv3___RNAseq.g37439.t1,31,78,40,12
Montipora_capitata_HIv3___RNAseq.g3050.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41925.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43282.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g25198.t1,0,0,0,10
Montipora_capitata_HIv3___RNAseq.g5458.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49328.t1,6,0,0,8
Montipora_capitata_HIv3___TS.g40497.t1a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13706.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11813.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20833.t1,140,303,387,114
Montipora_capitata_HIv3___TS.g42105.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g37297.t1,0,0,0,105
Montipora_capitata_HIv3___RNAseq.g8791.t1,322,242,512,336
Montipora_capitata_HIv3___RNAseq.g11559.t1,0,2,0,6
Montipora_capitata_HIv3___RNAseq.g37193.t1,32,0,0,0
Montipora_capitata_HIv3___RNAseq.g22872.t1,0,8,29,6
Montipora_capitata_HIv3___RNAseq.g3071.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2787.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31542.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g958.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23732.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31246.t1,4976,3844,7645,4887
Montipora_capitata_HIv3___RNAseq.g32685.t1,482,826,1226,322
Montipora_capitata_HIv3___TS.g27706.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38838.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29161.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g9194.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11858.t1,0,0,0,6
Montipora_capitata_HIv3___TS.g39881.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26635.t1,457,358,706,277
Montipora_capitata_HIv3___RNAseq.g4740.t1,0,9,5,15
Montipora_capitata_HIv3___RNAseq.g21459.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35489.t1,18,35,9,41
Montipora_capitata_HIv3___RNAseq.g3052.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22811.t1,16,20,30,0
Montipora_capitata_HIv3___RNAseq.g11469.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g33495.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.26615_t,0,0,0,0
Montipora_capitata_HIv3___TS.g3507.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g25314.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44118.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35573.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g15372.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g4341.t1,1331,1081,2321,801
Montipora_capitata_HIv3___RNAseq.g20852.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49101.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30757.t1,0,0,8,5
Montipora_capitata_HIv3___RNAseq.g22870.t1,2329,2434,2936,3604
Montipora_capitata_HIv3___RNAseq.g7976.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45561.t1,149,110,218,61
Montipora_capitata_HIv3___RNAseq.g17433.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32805.t1,19439,14216,26815,14839
Montipora_capitata_HIv3___RNAseq.g42209.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29218.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46390.t1,0,0,0,7
Montipora_capitata_HIv3___RNAseq.g33360.t1,1267,662,1453,1016
Montipora_capitata_HIv3___TS.g9366.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16232.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47628.t1,18,15,14,16
Montipora_capitata_HIv3___RNAseq.g34553.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27349.t1,367,76,458,123
Montipora_capitata_HIv3___TS.g28583.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36758.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23022.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g12075.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g19979.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33362.t1,182,232,236,243
Montipora_capitata_HIv3___RNAseq.g48314.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g42176.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41091.t1a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39055.t1,441,320,303,539
Montipora_capitata_HIv3___RNAseq.g13713.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g21379.t2,40,48,168,31
Montipora_capitata_HIv3___RNAseq.g34576.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20850.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g43299.t1,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g20931.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49103.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14031.t1,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g12237.t1,2,17,11,1
Montipora_capitata_HIv3___TS.g28581.t1,20,79,73,28
Montipora_capitata_HIv3___RNAseq.g20150.t1,20,0,13,15
Montipora_capitata_HIv3___TS.g17782.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26573.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2759.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46392.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29424.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8186.t1,0,0,0,0
